Date,Time,Number of tweets,Additive score,Mean score,Standard deviation score,Number of positive,Percentage of positive
2022-05-11,15:45,128,10,0.1028086276237445,0.2568543862528208,21,0.1640625
2022-05-11,16:0,109,11,0.1096069361083209,0.2541934916816058,22,0.2018348623853211
2022-05-11,16:15,113,10,0.1003410941756338,0.3687082169979554,22,0.1946902654867256
2022-05-11,16:30,120,18,0.1603144095201666,0.3338280679254306,35,0.2916666666666667
2022-05-11,16:45,116,15,0.1360470558645139,0.3196867550442803,33,0.2844827586206896
2022-05-11,17:0,120,15,0.1219431124588785,0.3632296572335852,31,0.2583333333333333
2022-05-11,17:15,125,8,0.1113165396824479,0.3182218174147697,33,0.264
2022-05-11,17:30,110,3,0.0570871836886825,0.3019147923641633,16,0.1454545454545454
2022-05-11,17:45,116,1,0.035979251084239,0.2999074632903669,15,0.1293103448275862
2022-05-11,18:0,116,3,0.0623871409213812,0.2754260237952903,14,0.1206896551724138
2022-05-11,18:15,129,2,0.0411235908941589,0.3136663181049453,18,0.1395348837209302
2022-05-11,18:30,89,-4,0.0106727026894772,0.2471068071030099,12,0.1348314606741573
2022-05-11,18:45,88,1,0.041917549340393,0.3070906066481713,12,0.1363636363636363
2022-05-11,19:0,93,-2,0.0120363772486246,0.3225737452103261,12,0.1290322580645161
2022-05-11,19:15,92,1,0.0435992908795647,0.2998443136287551,11,0.1195652173913043
2022-05-11,19:30,95,1,0.0463644364848732,0.2486466782026157,7,0.0736842105263157
2022-05-11,19:45,103,-4,-0.0082569074482449,0.2669043486939643,6,0.058252427184466
2022-05-11,20:0,103,-4,0.0098087012957673,0.201083938262416,5,0.0485436893203883
2022-05-11,20:15,144,3,0.0467002901584944,0.2517768691527602,12,0.0833333333333333
2022-05-11,20:30,75,0,0.0460253570290903,0.316231588636738,15,0.2
2022-05-11,20:45,77,-4,0.0001830584551026,0.3845095259548641,12,0.1558441558441558
2022-05-11,21:0,117,0,0.0155154316622413,0.3039779210813627,13,0.1111111111111111
2022-05-11,21:15,134,-3,0.0104709540549387,0.273568967485184,13,0.0970149253731343
2022-05-11,21:30,105,-2,0.033541442529254,0.2750880069206317,15,0.1428571428571428
2022-05-11,21:45,101,-2,0.0133001495309469,0.274742328575728,10,0.099009900990099
2022-05-11,22:0,137,13,0.0891423869816872,0.3249775786410935,22,0.1605839416058394
2022-05-11,22:30,88,-2,0.0494157306860539,0.2512786855008228,9,0.1022727272727272
2022-05-11,22:45,89,-1,-0.0049283705295973,0.3190456146663186,7,0.0786516853932584
2022-05-11,23:0,87,1,0.0263377137096791,0.2805331766251881,10,0.1149425287356321
2022-05-11,23:15,125,1,0.0314871501810848,0.2631216132193086,13,0.104
2022-05-11,23:30,86,-1,0.0353499670664584,0.1871742810278458,6,0.0697674418604651
2022-05-11,23:45,82,-2,-0.0013652502945283,0.2461853419703018,4,0.048780487804878
2022-05-12,0:0,78,1,0.0384481335178208,0.2070910882134659,6,0.0769230769230769
2022-05-12,0:15,460,-2,0.0248990389103393,0.2229758719667472,34,0.0739130434782608
2022-05-12,0:30,353,14,0.076884793020025,0.2716341191913826,46,0.1303116147308781
2022-05-12,0:45,261,5,0.0548892645432945,0.2651909845848131,29,0.1111111111111111
2022-05-12,1:0,173,6,0.0597478710491791,0.2713184410701706,22,0.1271676300578034
2022-05-12,1:15,103,2,0.0501539849278345,0.329849087393767,14,0.1359223300970873
2022-05-12,1:30,63,3,0.0747824772630655,0.2675173030703493,10,0.1587301587301587
2022-05-12,1:45,67,-5,-0.0026099533329147,0.3241521838475418,6,0.0895522388059701
2022-05-12,2:0,74,2,0.0686471660848002,0.2396366468321183,9,0.1216216216216216
2022-05-12,2:15,94,-1,0.0330588670566361,0.2819651652964129,13,0.1382978723404255
2022-05-12,2:30,80,4,0.0673082660592626,0.3351363681194029,16,0.2
2022-05-12,2:45,76,4,0.0656907296077789,0.3019090385957031,13,0.1710526315789473
2022-05-12,3:0,83,-1,0.0229221266660704,0.308774114957467,10,0.1204819277108433
2022-05-12,3:15,109,0,0.0137528727352277,0.2562186972425807,8,0.073394495412844
2022-05-12,3:30,67,0,0.0270273503638915,0.3240528627276333,7,0.1044776119402985
2022-05-12,3:45,92,12,0.1343913769663271,0.3288185090436052,21,0.2282608695652173
2022-05-12,4:0,98,4,0.0563038381871444,0.2842034710374196,12,0.1224489795918367
2022-05-12,4:15,144,-7,-0.0145849677371895,0.3695985212383766,17,0.1180555555555555
2022-05-12,4:30,132,-1,-0.0075194391873524,0.3867607762628282,19,0.1439393939393939
2022-05-12,4:45,115,-1,0.0405065380684707,0.2481208060972978,16,0.1391304347826087
2022-05-12,5:0,113,7,0.0745781564516369,0.2922328089344915,20,0.1769911504424778
2022-05-12,5:15,173,-6,-0.0240481287520917,0.3685281735352563,19,0.1098265895953757
2022-05-12,5:30,132,-10,-0.0698518188684388,0.4113590786145423,19,0.1439393939393939
2022-05-12,5:45,113,4,0.0655982360425116,0.2492687402324619,14,0.1238938053097345
2022-05-12,6:0,123,3,0.0472097498917482,0.2928735377729173,15,0.1219512195121951
2022-05-12,6:15,120,0,0.0509122157818637,0.2385369965777912,10,0.0833333333333333
2022-05-12,6:30,115,1,0.0483907336328664,0.2929297966339971,17,0.1478260869565217
2022-05-12,6:45,113,7,0.1050014765232603,0.3207050141495723,22,0.1946902654867256
2022-05-12,7:0,115,11,0.1021900374442339,0.3525206610075135,23,0.2
2022-05-12,7:15,178,-15,-0.0554255312858044,0.3900118930167189,16,0.0898876404494382
2022-05-12,7:30,217,-25,-0.0974793040755844,0.4158153675449853,21,0.0967741935483871
2022-05-12,7:45,149,2,0.0516094487541724,0.2954367702087817,18,0.1208053691275167
2022-05-12,8:0,136,4,0.055867207236588,0.2778254058289369,18,0.1323529411764706
2022-05-12,8:15,166,-4,0.0229033984900283,0.2735952057503532,25,0.1506024096385542
2022-05-12,8:30,111,-2,0.0248635967329211,0.338125656489769,16,0.1441441441441441
2022-05-12,8:45,110,7,0.0947043134873224,0.2796379641063825,17,0.1545454545454545
2022-05-12,9:0,127,0,0.0277221175020663,0.248799869174655,14,0.1102362204724409
2022-05-12,9:15,122,3,0.0599030760788648,0.2698869722710348,17,0.1393442622950819
2022-05-12,9:30,111,3,0.0672632152223036,0.2916723480736297,19,0.1711711711711711
2022-05-12,9:45,108,3,0.0514814146035523,0.2789077922945249,15,0.1388888888888889
2022-05-12,10:0,85,2,0.0497494772953145,0.2675294962475325,11,0.1294117647058823
2022-05-12,10:15,122,-2,0.0288193155973233,0.25666666273061,14,0.1147540983606557
2022-05-12,10:30,109,7,0.0649497471963388,0.30247828238135,16,0.146788990825688
2022-05-12,10:45,127,10,0.1015841985400032,0.3138606756921955,19,0.1496062992125984
2022-05-12,11:0,127,12,0.1266319832331904,0.3287593443933455,26,0.2047244094488189
2022-05-12,11:15,134,13,0.1164504430819747,0.3011750539804228,25,0.1865671641791045
2022-05-12,11:30,135,11,0.0920438292712249,0.4003987556636308,32,0.237037037037037
2022-05-12,11:45,106,8,0.1279432511457927,0.293799851501026,28,0.2641509433962264
2022-05-12,12:0,105,3,0.0452183520465734,0.3137071172872702,13,0.1238095238095238
2022-05-12,12:15,151,-4,0.0105306512262943,0.2179807536021598,8,0.0529801324503311
2022-05-12,12:30,132,1,0.0465296356000401,0.3009474502913314,18,0.1363636363636363
2022-05-12,12:45,97,-2,0.0306256694584777,0.312843865900837,15,0.1546391752577319
2022-05-12,13:0,131,6,0.0964311265976715,0.2784225502890431,31,0.2366412213740458
2022-05-12,13:15,133,12,0.1053788895907818,0.3236410631421017,26,0.1954887218045112
2022-05-12,13:30,137,8,0.0947741512005237,0.2947201299879048,23,0.1678832116788321
2022-05-12,13:45,152,10,0.1163564686614431,0.3416229136448788,50,0.3289473684210526
2022-05-12,14:0,165,15,0.1484830370991293,0.3057440341805424,71,0.4303030303030303
2022-05-12,14:15,159,4,0.0771654072633516,0.2599855316019189,27,0.1698113207547169
2022-05-12,14:30,138,-1,0.0605700312998901,0.2468690974306455,19,0.1376811594202898
2022-05-12,14:45,130,0,0.0464039510939843,0.2763441137440172,15,0.1153846153846153
2022-05-12,15:0,117,4,0.0763228972100167,0.2296657184950299,17,0.1452991452991453
2022-05-12,15:15,190,32,0.1724422360157692,0.3668569269152826,49,0.2578947368421053
2022-05-12,15:30,152,7,0.1398193513282182,0.2638496257731412,54,0.3552631578947368
2022-05-12,15:45,112,5,0.0718850276898592,0.3530335150176564,26,0.2321428571428571
2022-05-12,16:0,122,5,0.0742957296162904,0.2652037984846868,17,0.1393442622950819
2022-05-12,16:15,149,7,0.0766688040082636,0.2966090087368001,22,0.1476510067114094
2022-05-12,16:30,120,14,0.1332590105788161,0.2926232628231182,24,0.2
2022-05-12,16:45,68,1,0.0713135543594356,0.2601710204682608,9,0.1323529411764706
2022-05-12,17:0,122,16,0.1226958988203865,0.3310966606535817,30,0.2459016393442623
2022-05-12,17:15,142,12,0.1029378724100829,0.3022798421899123,23,0.1619718309859155
2022-05-12,17:30,150,9,0.1072265276530136,0.2540233493054783,24,0.16
2022-05-12,17:45,121,20,0.1704814536881841,0.3382599732990053,41,0.3388429752066115
2022-05-12,18:0,115,0,0.0573951282416996,0.2331375821562545,18,0.1565217391304348
2022-05-12,18:15,144,12,0.1122105469694361,0.2212588867627734,26,0.1805555555555555
2022-05-12,18:30,127,4,0.0822046422802909,0.2902321530280635,24,0.1889763779527559
2022-05-12,18:45,103,8,0.0899229639896996,0.2467296350464489,13,0.1262135922330097
2022-05-12,19:30,101,0,0.0575595490293263,0.26517746983338,14,0.1386138613861386
2022-05-12,19:45,118,5,0.0807328958230061,0.2090277971734437,14,0.1186440677966101
2022-05-12,20:0,115,6,0.073884164687732,0.1959567159886543,15,0.1304347826086956
2022-05-12,20:15,128,6,0.0610212119099742,0.2265291006885551,14,0.109375
2022-05-12,20:30,92,-3,0.0149725991726407,0.2560684714147592,5,0.0543478260869565
2022-05-12,20:45,94,0,0.0376379943076283,0.2341465119699747,6,0.0638297872340425
2022-05-12,21:0,98,-3,-0.0080181443731167,0.2829341860432444,6,0.0612244897959183
2022-05-12,21:15,117,2,0.0391549243766846,0.2735722242382524,16,0.1367521367521367
2022-05-12,21:30,78,-2,-0.0108612180711367,0.3227642692034238,7,0.0897435897435897
2022-05-12,21:45,79,-1,-0.0134962436778447,0.308753207349009,8,0.1012658227848101
2022-05-12,22:0,80,-5,-0.0148391945986077,0.2944988233711114,7,0.0875
2022-05-12,22:15,117,5,0.0386985533345395,0.3267606367404225,12,0.1025641025641025
2022-05-12,22:30,73,0,0.0172622897151908,0.3366839119574619,10,0.136986301369863
2022-05-12,22:45,74,4,0.0603555881707752,0.2805734701106671,8,0.1081081081081081
2022-05-12,23:0,89,1,0.0391360468053248,0.3321818101159625,8,0.0898876404494382
2022-05-12,23:15,114,6,0.0867182927516599,0.2141809901002177,11,0.0964912280701754
2022-05-12,23:30,86,3,0.0434799792223371,0.2655398118904931,7,0.0813953488372093
2022-05-12,23:45,66,-1,0.0098584389426943,0.3348846197591452,10,0.1515151515151515
2022-05-13,0:0,59,3,0.072608374769531,0.30382079278968,11,0.1864406779661017
2022-05-13,0:15,475,21,0.0632952845331869,0.2933398337825427,63,0.1326315789473684
2022-05-13,0:30,397,12,0.0494228508769152,0.2904098998489056,45,0.1133501259445843
2022-05-13,0:45,341,13,0.0595385161490668,0.2845234746663105,44,0.1290322580645161
2022-05-13,1:0,301,7,0.0499812345286565,0.3063651958071279,43,0.1428571428571428
2022-05-13,1:15,248,13,0.069253229986756,0.3198795133731301,39,0.157258064516129
2022-05-13,1:30,162,5,0.0532856941205897,0.3090838437516892,27,0.1666666666666666
2022-05-13,1:45,105,8,0.0901038014063877,0.3371293097625158,19,0.1809523809523809
2022-05-13,2:0,52,0,0.0379819446959747,0.2450475961268579,5,0.0961538461538461
2022-05-13,2:15,88,-1,0.0387209893775765,0.3149926827654901,9,0.1022727272727272
2022-05-13,2:30,56,3,0.0799522279661947,0.2963643217256569,6,0.1071428571428571
2022-05-13,2:45,60,-1,0.0371436716367801,0.2603933898417853,9,0.15
2022-05-13,3:0,63,3,0.0670015869499553,0.3730105342809227,12,0.1904761904761904
2022-05-13,3:15,87,14,0.1597225246201644,0.3250710234076471,20,0.2298850574712643
2022-05-13,3:30,78,19,0.2396652123425156,0.4250986612778223,29,0.3717948717948718
2022-05-13,3:45,74,12,0.1689461394263481,0.2385744524916195,17,0.2297297297297297
2022-05-13,4:0,67,12,0.1617227331735193,0.3164290540223655,16,0.2388059701492537
2022-05-13,4:15,67,9,0.1430537040456573,0.3160499051272945,13,0.1940298507462686
2022-05-13,4:30,50,2,0.0908584391139447,0.3083760903162045,8,0.16
2022-05-13,4:45,63,3,0.1135985845965998,0.3247910126052858,16,0.2539682539682539
2022-05-13,5:0,54,0,0.0396220637399151,0.3164199812487101,5,0.0925925925925925
2022-05-13,5:15,78,6,0.1105640748253044,0.3383634359118313,16,0.2051282051282051
2022-05-13,5:30,66,9,0.1347304995976049,0.4596123739357914,16,0.2424242424242424
2022-05-13,5:45,81,16,0.209097212979593,0.3224796491676801,23,0.2839506172839506
2022-05-13,6:0,78,7,0.0981764555072937,0.3059640606250795,14,0.1794871794871795
2022-05-13,6:15,83,15,0.2096783981478986,0.3097181091087113,31,0.3734939759036144
2022-05-13,6:30,84,14,0.1813135340066981,0.3369870561688529,25,0.2976190476190476
2022-05-13,6:45,67,12,0.2130847671347211,0.3184255191455391,22,0.3283582089552239
2022-05-13,7:0,84,6,0.103528296053853,0.2824676022041857,19,0.2261904761904762
2022-05-13,7:15,87,2,0.0677882715599376,0.3264679088660092,11,0.1264367816091954
2022-05-13,7:30,75,0,0.0329974907264113,0.2743030303852322,9,0.12
2022-05-13,7:45,71,4,0.0905143947038852,0.2535531188782264,13,0.1830985915492957
2022-05-13,8:0,82,4,0.0726388803251632,0.2486413334283279,12,0.1463414634146341
2022-05-13,8:15,103,2,0.0775257390697748,0.2950068187654966,15,0.145631067961165
2022-05-13,8:30,105,13,0.1592727382356921,0.3096232409202538,29,0.2761904761904762
2022-05-13,8:45,71,6,0.1047096419620367,0.3005782780177284,13,0.1830985915492957
2022-05-13,9:0,111,11,0.1480525392065714,0.3064316814498214,29,0.2612612612612612
2022-05-13,9:15,105,4,0.0894169032972838,0.2763470032107416,15,0.1428571428571428
2022-05-13,9:30,92,3,0.0633802767994854,0.2863969528583083,12,0.1304347826086956
2022-05-13,9:45,120,6,0.0988239938820091,0.2921102553162834,20,0.1666666666666666
2022-05-13,10:0,92,16,0.1583082212904549,0.2683397195923395,21,0.2282608695652173
2022-05-13,10:15,93,3,0.0486932472696387,0.2412637608831186,9,0.0967741935483871
2022-05-13,10:30,104,7,0.1078409898506764,0.2825734845902899,21,0.2019230769230769
2022-05-13,10:45,73,5,0.1130102018072997,0.2299499155841843,12,0.1643835616438356
2022-05-13,11:0,78,8,0.1222028010584509,0.2431623215371836,15,0.1923076923076923
2022-05-13,11:15,104,5,0.0579396253944231,0.3072287124985155,16,0.1538461538461538
2022-05-13,11:30,111,7,0.1178209068220075,0.2134425611642652,20,0.1801801801801801
2022-05-13,11:45,116,8,0.1168992827638405,0.3081085941585486,35,0.3017241379310345
2022-05-13,12:0,104,7,0.0930131776974751,0.2301817751238794,17,0.1634615384615384
2022-05-13,12:15,94,13,0.1526137939753367,0.2444074812157401,21,0.2234042553191489
2022-05-13,12:30,110,12,0.1530281034848568,0.2679182189417688,29,0.2636363636363636
2022-05-13,12:45,150,12,0.1086395047636081,0.2460424950686625,24,0.16
2022-05-13,13:0,105,1,0.0515790631107631,0.1964696305030019,13,0.1238095238095238
2022-05-13,13:15,117,11,0.1072876327989511,0.2822819902781512,23,0.1965811965811965
2022-05-13,13:30,99,10,0.0885692984524248,0.2898534771625993,17,0.1717171717171717
2022-05-13,13:45,101,12,0.1332525815906943,0.2643045242392925,22,0.2178217821782178
2022-05-13,14:0,107,16,0.1597675076973076,0.2931339177545526,28,0.2616822429906542
2022-05-13,14:15,143,19,0.1488395440359632,0.307994534775395,31,0.2167832167832167
2022-05-13,14:30,102,11,0.1379349652093415,0.3081009719238648,23,0.2254901960784313
2022-05-13,14:45,117,10,0.1335026231618263,0.3037666651609085,27,0.2307692307692307
2022-05-13,15:0,139,10,0.0993284793007824,0.2411478427278047,19,0.1366906474820144
2022-05-13,15:15,208,10,0.1054491069785749,0.26536469388508,39,0.1875
2022-05-13,15:30,121,8,0.1007808963575762,0.3292233533499011,33,0.2727272727272727
2022-05-13,15:45,119,3,0.0605141567731542,0.2721396642996504,18,0.1512605042016806
2022-05-13,16:0,130,4,0.0606425485752809,0.2794724194010168,19,0.1461538461538461
2022-05-13,16:15,135,-1,0.0684095232506041,0.3181865958005527,35,0.2592592592592592
2022-05-13,16:30,108,8,0.1137972012576129,0.289436795758757,25,0.2314814814814814
2022-05-13,16:45,43,1,0.0714096844542858,0.3783102671170727,8,0.1860465116279069
2022-05-13,17:0,132,6,0.0962144833721333,0.2529936315243072,23,0.1742424242424242
2022-05-13,17:15,132,6,0.0797992485159105,0.2866130765485828,20,0.1515151515151515
2022-05-13,17:30,104,10,0.1171310155052476,0.2965387735075476,22,0.2115384615384615
2022-05-13,17:45,92,15,0.1819406140990474,0.2752957560923055,25,0.2717391304347826
2022-05-13,18:0,103,4,0.0737855842843362,0.1953237364162695,10,0.0970873786407767
2022-05-13,18:15,99,11,0.1335000016002191,0.2891237784506993,22,0.2222222222222222
2022-05-13,18:30,80,3,0.0594895440037362,0.253270943750139,8,0.1
2022-05-13,18:45,77,2,0.0363642424647393,0.2580353644917945,8,0.1038961038961039
2022-05-13,19:0,86,-2,0.0266978897663309,0.2789228603360184,9,0.1046511627906976
2022-05-13,19:15,85,4,0.0885759945301448,0.2515017031334218,17,0.2
2022-05-13,19:30,75,3,0.0949224003156026,0.2803174796750816,13,0.1733333333333333
2022-05-13,19:45,61,2,0.0676702397997628,0.3409331090112657,12,0.1967213114754098
2022-05-13,20:0,67,6,0.1345445649114562,0.2866083097215914,15,0.2238805970149253
2022-05-13,20:15,93,4,0.0717723496178145,0.2220854595772367,11,0.1182795698924731
2022-05-13,20:30,68,0,0.057244068949812,0.2483783844332554,9,0.1323529411764706
2022-05-13,20:45,47,4,0.0970198544574544,0.23237260377496,7,0.1489361702127659
2022-05-13,21:0,59,1,0.055595003739315,0.1856080059335294,6,0.1016949152542373
2022-05-13,21:15,75,5,0.1056222116140027,0.2385359606198802,16,0.2133333333333333
2022-05-13,21:30,57,3,0.0495655376937959,0.2243744539709425,5,0.087719298245614
2022-05-13,21:45,45,5,0.1381863744722472,0.2484984009787078,7,0.1555555555555555
2022-05-13,22:0,56,1,0.0659925592231697,0.2228250780804328,7,0.125
2022-05-13,22:15,84,5,0.1110165617650463,0.2704904039945345,17,0.2023809523809523
2022-05-13,22:30,55,4,0.106642052675174,0.2624990660503625,9,0.1636363636363636
2022-05-13,22:45,44,3,0.0616928785510191,0.3777970527966164,10,0.2272727272727272
2022-05-13,23:0,52,0,0.0356256163750703,0.307907336092225,6,0.1153846153846153
2022-05-13,23:15,68,-2,0.0297759995001423,0.3113270619290841,9,0.1323529411764706
2022-05-13,23:30,52,-3,0.023388452308539,0.286271355786718,6,0.1153846153846153
2022-05-13,23:45,52,3,0.1004003365165912,0.3174662566066015,7,0.1346153846153846
2022-05-14,0:0,40,4,0.1014047382748685,0.3272013085992837,7,0.175
2022-05-14,0:15,476,19,0.0756153382963555,0.3107801058180153,80,0.1680672268907563
2022-05-14,0:30,400,8,0.063939330948051,0.3134090506534891,64,0.16
2022-05-14,0:45,353,3,0.0480709179718754,0.3223705832915345,49,0.1388101983002833
2022-05-14,1:0,309,3,0.0543714680944035,0.2984144560636975,39,0.1262135922330097
2022-05-14,1:15,264,6,0.0651029697619378,0.3047323402226886,38,0.1439393939393939
2022-05-14,1:30,208,10,0.0817158426462601,0.3051966630902952,32,0.1538461538461538
2022-05-14,1:45,153,10,0.0982278576485958,0.2924365267060285,24,0.1568627450980392
2022-05-14,2:0,114,14,0.147056599727652,0.2946251610499438,25,0.219298245614035
2022-05-14,2:15,73,10,0.1383920047585278,0.2963474214774525,16,0.2191780821917808
2022-05-14,2:30,59,5,0.1298416637010493,0.2287002054815891,15,0.2542372881355932
2022-05-14,2:45,54,3,0.0860594186621407,0.2826832633323522,12,0.2222222222222222
2022-05-14,3:0,83,5,0.0761614519855882,0.2765749407701326,12,0.144578313253012
2022-05-14,3:15,82,13,0.1725776918891181,0.3163570923513272,25,0.3048780487804878
2022-05-14,3:30,71,9,0.1390585958774031,0.2558465110767897,16,0.2253521126760563
2022-05-14,3:45,63,7,0.1315831226695861,0.2124042972286885,14,0.2222222222222222
2022-05-14,4:0,51,7,0.1721133520169293,0.257353019601844,14,0.2745098039215686
2022-05-14,4:15,65,6,0.1166666246162584,0.3426281568615471,13,0.2
2022-05-14,4:30,46,7,0.1532232486845358,0.3256142937494025,12,0.2608695652173913
2022-05-14,4:45,43,5,0.1332283983938396,0.3402488374082304,14,0.3255813953488372
2022-05-14,5:0,49,6,0.1226699473241306,0.3350785299675998,10,0.2040816326530612
2022-05-14,5:15,61,5,0.0954188471125652,0.2449991900658664,9,0.1475409836065573
2022-05-14,5:30,58,6,0.1322074969347309,0.256878440651657,9,0.1551724137931034
2022-05-14,5:45,49,4,0.1218841234982317,0.263078531815282,9,0.1836734693877551
2022-05-14,6:0,66,7,0.1378741128243167,0.2266180865691681,11,0.1666666666666666
2022-05-14,6:15,80,9,0.1444389391981531,0.2491150613361768,17,0.2125
2022-05-14,6:30,56,11,0.1986910379408592,0.3049699091947614,17,0.3035714285714285
2022-05-14,6:45,55,2,0.0842025287280028,0.2888668658076987,13,0.2363636363636363
2022-05-14,7:0,64,3,0.1053171145103988,0.2493519309999553,13,0.203125
2022-05-14,7:15,95,22,0.1749525632072044,0.3029106948253234,28,0.2947368421052631
2022-05-14,7:30,88,20,0.2189821605941026,0.336592978935471,32,0.3636363636363636
2022-05-14,7:45,51,7,0.1289659548897807,0.2659863937941768,10,0.196078431372549
2022-05-14,8:0,59,2,0.0596471520345973,0.3597175743795172,9,0.1525423728813559
2022-05-14,8:15,72,2,0.0785774855111311,0.1955112288643405,9,0.125
2022-05-14,8:30,57,4,0.0759784972638284,0.2950119908436954,10,0.175438596491228
2022-05-14,8:45,61,4,0.0772602218661274,0.2870302384964437,11,0.180327868852459
2022-05-14,9:0,64,10,0.1419263668140047,0.2802235442726909,13,0.203125
2022-05-14,9:15,83,4,0.0667676007577094,0.3041153078299385,10,0.1204819277108433
2022-05-14,9:30,57,6,0.1142465965577254,0.2473673486182236,12,0.2105263157894736
2022-05-14,9:45,73,5,0.0802646515929229,0.3438189117694201,12,0.1643835616438356
2022-05-14,10:0,25,1,0.0658672996424138,0.2758593061802403,4,0.16
2022-05-14,10:15,80,5,0.0871344572748057,0.2711892892942214,10,0.125
2022-05-14,10:30,61,6,0.1097086549843432,0.3233381338389471,11,0.180327868852459
2022-05-14,10:45,71,-1,0.0524554610986944,0.3525550729911079,14,0.1971830985915492
2022-05-14,11:0,90,5,0.084802131075412,0.2162202711157524,12,0.1333333333333333
2022-05-14,11:15,103,3,0.0539666398256583,0.3092966189797099,15,0.145631067961165
2022-05-14,11:30,70,8,0.1324270392901131,0.2929682368156721,14,0.2
2022-05-14,11:45,72,5,0.067932355346986,0.3102143236778858,12,0.1666666666666666
2022-05-14,12:0,82,7,0.0718631900210933,0.2950722233813076,11,0.1341463414634146
2022-05-14,12:15,111,7,0.0983151041541819,0.2657738293077554,19,0.1711711711711711
2022-05-14,12:30,83,15,0.2135724890360003,0.2773393045458258,27,0.3253012048192771
2022-05-14,12:45,73,12,0.1759205356125452,0.3349094522505542,19,0.2602739726027397
2022-05-14,13:0,85,5,0.0677367222166675,0.3308113815575339,16,0.188235294117647
2022-05-14,13:15,100,4,0.0529263723781332,0.2394544479003566,11,0.11
2022-05-14,13:30,65,10,0.1343275043755196,0.2964373437811269,16,0.2461538461538461
2022-05-14,13:45,75,3,0.0527417656034231,0.3161908971946552,13,0.1733333333333333
2022-05-14,14:0,94,15,0.162628664882814,0.3378561961905745,24,0.2553191489361702
2022-05-14,14:15,135,11,0.1218604320591246,0.2608881692656967,33,0.2444444444444444
2022-05-14,14:30,131,9,0.1275059220217566,0.2034041256461022,18,0.1374045801526717
2022-05-14,14:45,78,-1,0.0292536544983681,0.3036580683813843,10,0.1282051282051282
2022-05-14,15:0,74,6,0.1012931058837755,0.2454886862391153,14,0.1891891891891892
2022-05-14,15:15,113,11,0.1063785975576436,0.261634435523331,17,0.1504424778761062
2022-05-14,15:30,73,3,0.0845713913568282,0.2749502597027676,12,0.1643835616438356
2022-05-14,15:45,91,6,0.1095096917137258,0.2469264978816369,15,0.1648351648351648
2022-05-14,16:0,82,10,0.1822684221764708,0.2548606741788812,32,0.3902439024390244
2022-05-14,16:15,47,9,0.1759032008852413,0.2814471977667779,13,0.2765957446808511
2022-05-14,16:30,22,1,0.0363111189058558,0.3924111486686679,4,0.1818181818181818
2022-05-14,16:45,86,13,0.1509028886455696,0.3625810989347422,26,0.3023255813953488
2022-05-14,17:0,89,8,0.1302396916009988,0.2753916701802932,22,0.247191011235955
2022-05-14,17:15,117,9,0.0935154034015842,0.2870512850686963,24,0.2051282051282051
2022-05-14,17:30,87,8,0.1330352634962262,0.2610687414763201,27,0.3103448275862069
2022-05-14,17:45,17,0,0.0920479744398856,0.1206520501656208,5,0.2941176470588235
2022-05-14,18:0,27,3,0.1237491825595498,0.2293684899996856,4,0.1481481481481481
2022-05-14,18:15,80,7,0.1081074832880403,0.3037417863438659,14,0.175
2022-05-14,18:30,58,8,0.131224962850583,0.3264842906712372,15,0.2586206896551724
2022-05-14,18:45,9,0,0.028767940070894,0.0428130852612221,0,0.0
2022-05-14,19:0,10,1,0.0845532201230526,0.2649101098722736,1,0.1
2022-05-14,19:15,100,8,0.1247804726846516,0.2056211343156751,25,0.25
2022-05-14,19:30,13,-1,0.0015157734831938,0.1721866515827758,1,0.0769230769230769
2022-05-14,19:45,66,-1,0.0464032763036701,0.2205192527564921,9,0.1363636363636363
2022-05-14,20:0,84,3,0.0513981976546347,0.1536847118667347,7,0.0833333333333333
2022-05-14,20:15,79,-3,0.0194976442800009,0.2051833948034842,6,0.0759493670886076
2022-05-14,20:30,69,0,0.0416872196803814,0.3022172386191516,9,0.1304347826086956
2022-05-14,20:45,29,2,0.0811957870770631,0.155531471167512,4,0.1379310344827586
2022-05-14,21:0,74,0,0.0289328643057898,0.2564580048942751,7,0.0945945945945946
2022-05-14,21:15,68,0,0.0478569024160285,0.1363510807535589,5,0.0735294117647058
2022-05-14,21:30,64,6,0.0940549529041163,0.2745154735817994,10,0.15625
2022-05-14,21:45,68,6,0.1199749327976914,0.2311010465063942,17,0.25
2022-05-14,22:0,58,3,0.0599748037659145,0.2594659661483795,7,0.1206896551724138
2022-05-14,22:15,76,4,0.0500512317215141,0.2795815431966257,8,0.1052631578947368
2022-05-14,22:30,63,3,0.062443881569105,0.1975671614155009,7,0.1111111111111111
2022-05-14,22:45,46,0,0.0237612472847104,0.2387475182223817,3,0.0652173913043478
2022-05-14,23:0,55,3,0.0748603661713952,0.2738175737850973,6,0.109090909090909
2022-05-14,23:15,85,1,0.0443642815191517,0.2150353589595989,5,0.0588235294117647
2022-05-14,23:30,63,-2,0.0068372702226042,0.2299169401333535,2,0.0317460317460317
2022-05-14,23:45,45,1,0.0663159337101711,0.1415521711366401,4,0.0888888888888888
2022-05-15,0:0,41,2,0.0487146694894607,0.1801200684526833,3,0.073170731707317
2022-05-15,0:15,493,12,0.0458960642322187,0.2347270712630944,42,0.0851926977687626
2022-05-15,0:30,426,10,0.0456365006691623,0.2119215689562765,35,0.0821596244131455
